Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
32887057	2018-06-01	Citizen (Mauritania)	General Population / Civilian / Social,Social	Mauritania	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Activist (Mauritania)	Nongovernmental Organization (International),Human Rights IGOs,Human Rights NGOs,Nongovernmental Organizations / Activists	Mauritania	47402742	1	All Africa	Nouakchott	NA	District de Nouakchott	Mauritania	18.0858	-15.9785
32891694	2018-06-01	Student (Chile)	Education,Social	Chile	Consult	040	1	Andrés Chadwick	Parties,Legislative / Parliamentary,Upper House,Ideological,Center Right,Government,(National) Major Party	Chile	47403026	1	El Mercurio	NA	NA	NA	Chile	-33.4263	-70.5666
32891695	2018-06-01	Student (Chile)	Education,Social	Chile	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified	NA	47403026	1	El Mercurio	NA	NA	NA	Chile	-33.4263	-70.5666
32891696	2018-06-01	Andrés Chadwick	Parties,Legislative / Parliamentary,Upper House,Ideological,Center Right,Government,(National) Major Party	Chile	Consult	040	1	Student (Chile)	Education,Social	Chile	47403026	1	El Mercurio	NA	NA	NA	Chile	-33.4263	-70.5666
32887134	2018-06-01	Government (Italy)	Government	Italy	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	European Union	International Government Organization,Regional Diplomatic IGOs,Regional	NA	47403029	1	Reuters News	NA	NA	NA	Italy	41.8947	12.4839
32887131	2018-06-01	Bharatiya Janata	Parties,Opposition Major Party (Out Of Government),(National) Major Party	India	Make statement	010	0	Representatives (India)	Government,Legislative / Parliamentary	India	47403038	6	Hindustan Times	Bairia	NA	State of Chhattisgarh	India	23.8095	83.7987
32891651	2018-06-01	Iran	NA	Iran	Engage in diplomatic cooperation	050	3.5	Russia	NA	Russian Federation	47403054	2	Interfax News Service	Tomsk	Tomskiy Rayon	Tomskaya Oblast'	Russian Federation	56.4977	84.9744
32891652	2018-06-01	Russia	NA	Russian Federation	Engage in diplomatic cooperation	050	3.5	Iran	NA	Iran	47403054	2	Interfax News Service	Tomsk	Tomskiy Rayon	Tomskaya Oblast'	Russian Federation	56.4977	84.9744
32887260	2018-06-01	Australia	NA	Australia	Provide humanitarian aid	073	7.4	Men (Australia)	Social,General Population / Civilian / Social	Australia	47403070	4	Australian Associated Press	Sydney	City of Sydney	State of New South Wales	Australia	-33.8679	151.207
32887261	2018-06-01	Police (Australia)	Police,Government	Australia	Investigate	090	-2	Citizen (Australia)	Social,General Population / Civilian / Social	Australia	47403070	6	Australian Associated Press	Sydney	City of Sydney	State of New South Wales	Australia	-33.8679	151.207
32887262	2018-06-01	Criminal (Libya)	Dissident,Criminals / Gangs	Libya	Use unconventional violence	180	-9	Citizen (Libya)	General Population / Civilian / Social,Social	Libya	47403073	1	Xinhua News Agency	NA	NA	NA	Libya	32.8752	13.1875
32891659	2018-06-01	Member of Legislative (Govt) (Zimbabwe)	Government,Legislative / Parliamentary	Zimbabwe	Make statement	010	0	Newspaper (Zimbabwe)	Media,Social	Zimbabwe	47403075	2	Xinhua News Agency	Harare	NA	Harare Province	Zimbabwe	-17.8277	31.0534
32891655	2018-06-01	South Korea	NA	South Korea	Make an appeal or request	020	3	Russia	NA	Russian Federation	47403087	1	Indo-Asian News Service	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32891657	2018-06-01	Foreign Affairs (South Korea)	Foreign Ministry,Executive,Government	South Korea	Praise or endorse	051	3.4	Russia	NA	Russian Federation	47403087	3	Indo-Asian News Service	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32891658	2018-06-01	North Korea	NA	North Korea	Host a visit	043	2.8	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	47403087	6	Indo-Asian News Service	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32891656	2018-06-01	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	Make a visit	042	1.9	North Korea	NA	North Korea	47403087	6	Indo-Asian News Service	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32891773	2018-06-01	Donald Trump	Government,Executive Office,Executive	United States	Reject	120	-4	Russia	NA	Russian Federation	47403096	1	Associated Press Newswires	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32891774	2018-06-01	Labor Union (Burkina Faso)	Labor,Social	Burkina Faso	Make an appeal or request	020	3	Company - Owner or Operator (Burkina Faso)	Business,Social	Burkina Faso	47403109	2	All Africa	Ouagadougou	Kadiogo Province	Centre	Burkina Faso	12.3657	-1.53388
32891775	2018-06-01	Company - Owner or Operator (Burkina Faso)	Business,Social	Burkina Faso	Criticize or denounce	111	-2	Labor Union (Burkina Faso)	Labor,Social	Burkina Faso	47403109	2	All Africa	Ouagadougou	Kadiogo Province	Centre	Burkina Faso	12.3657	-1.53388
32897536	2018-06-01	Cabinet / Council of Ministers / Advisors (Africa)	Government,Executive,Cabinet	NA	Consult	040	1	Madagascar	NA	Madagascar	47403111	1	All Africa	Ouagadougou	Kadiogo Province	Centre	Burkina Faso	12.3657	-1.53388
32897537	2018-06-01	Madagascar	NA	Madagascar	Consult	040	1	Cabinet / Council of Ministers / Advisors (Africa)	Government,Executive,Cabinet	NA	47403111	1	All Africa	Ouagadougou	Kadiogo Province	Centre	Burkina Faso	12.3657	-1.53388
32897539	2018-06-01	Madagascar	NA	Madagascar	Praise or endorse	051	3.4	Paul Kaba Thieba	Executive,Government,Executive Office	Burkina Faso	47403111	2	All Africa	Niamey	NA	Niamey	Niger	13.5137	2.1098
32897538	2018-06-01	Cabinet / Council of Ministers / Advisors (Africa)	Government,Executive,Cabinet	NA	Praise or endorse	051	3.4	Paul Kaba Thieba	Executive,Government,Executive Office	Burkina Faso	47403111	2	All Africa	Niamey	NA	Niamey	Niger	13.5137	2.1098
32891778	2018-06-01	Ethiopia	NA	Ethiopia	Engage in diplomatic cooperation	050	3.5	Morocco	NA	Morocco	47403114	3	All Africa	Rabat	Rabat	Region de Rabat-Sale-Zemmour-Zaer	Morocco	34.0132	-6.83255
32891777	2018-06-01	Morocco	NA	Morocco	Engage in diplomatic cooperation	050	3.5	Ethiopia	NA	Ethiopia	47403114	3	All Africa	Rabat	Rabat	Region de Rabat-Sale-Zemmour-Zaer	Morocco	34.0132	-6.83255
32891791	2018-06-01	Mulatu Teshome	Elite,Government,Executive Office,Executive	Ethiopia	Demand	100	-5	Military (Ethiopia)	Military,Government	Ethiopia	47403117	2	All Africa	Addis Ababa	NA	Adis Abeba Astedader	Ethiopia	9.02497	38.7469
32891788	2018-06-01	Representatives (South Africa)	Government,Legislative / Parliamentary	South Africa	Engage in symbolic act	017	0	Citizen (South Africa)	Social,General Population / Civilian / Social	South Africa	47403119	1	All Africa	NA	NA	Province of the Western Cape	South Africa	-34	20
32891789	2018-06-01	Representatives (South Africa)	Government,Legislative / Parliamentary	South Africa	Engage in symbolic act	017	0	High Ranking Military Personnel (South Africa)	Government,Military	South Africa	47403119	1	All Africa	NA	NA	Province of the Western Cape	South Africa	-34	20
32891790	2018-06-01	Police (South Africa)	Police,Government	South Africa	Praise or endorse	051	3.4	Veterans (South Africa)	Social,General Population / Civilian / Social	South Africa	47403119	5	All Africa	East London	Buffalo City Metropolitan Municipality	Province of Eastern Cape	South Africa	-33.0153	27.9116
32891776	2018-06-01	Criminal (South Africa)	Criminals / Gangs,Dissident	South Africa	Threaten	130	-4.4	Citizen (South Africa)	Social,General Population / Civilian / Social	South Africa	47403120	3	All Africa	Uitenhage	Nelson Mandela Bay Metropolitan Municipality	Province of Eastern Cape	South Africa	-33.7576	25.3971
32891674	2018-06-01	Military (Equatorial Guinea)	Government,Military	Equatorial Guinea	Mobilize or increase armed forces	154	-7.2	Equatorial Guinea	NA	Equatorial Guinea	47403121	1	All Africa	Malabo	NA	Provincia de Bioko Norte	Equatorial Guinea	3.75	8.78333
32891675	2018-06-01	Special Air Service	Government,Military,Army,Army Special Forces	United Kingdom	Reduce or stop economic assistance	1621	-5.6	Teodoro Obiang Nguema Mbasogo	Executive,Elite,Government,Executive Office,International Religious,(National) Major Party,Parties,Catholic	Equatorial Guinea	47403121	4	All Africa	Malabo	NA	Provincia de Bioko Norte	Equatorial Guinea	3.75	8.78333
32891676	2018-06-01	Zimbabwe	NA	Zimbabwe	Arrest, detain, or charge with legal action	173	-5	Special Air Service	Government,Military,Army,Army Special Forces	United Kingdom	47403121	4	All Africa	Harare International Airport	NA	Harare Province	Zimbabwe	-17.9318	31.0928
32891673	2018-06-01	Equatorial Guinea	NA	Equatorial Guinea	Express intent to cooperate economically	0311	5.2	Zimbabwe	NA	Zimbabwe	47403121	6	All Africa	Nguema	NA	NA	Equatorial Guinea	1.78333	11.3167
32891672	2018-06-01	President of the Government	Government,Executive Office,Executive	Spain	Make optimistic comment	013	0.4	Pedro Sanchez	(National) Major Party,Parties,Center Left,Ideological,Social,Medical / Health	Spain	47403124	5	Xinhua News Agency	Madrid	Provincia de Madrid	Comunidad de Madrid	Spain	40.4165	-3.70256
32891679	2018-06-01	National People's Congress	Government,Legislative / Parliamentary,Unicameral	China	Consult	040	1	Ivan Brajovic	Elite	Montenegro	47403125	1	Xinhua News Agency	Beijing	NA	Beijing Shi	China	39.9075	116.397
32891680	2018-06-01	Ivan Brajovic	Elite	Montenegro	Consult	040	1	National People's Congress	Government,Legislative / Parliamentary,Unicameral	China	47403125	1	Xinhua News Agency	Beijing	NA	Beijing Shi	China	39.9075	116.397
32891678	2018-06-01	National People's Congress	Government,Legislative / Parliamentary,Unicameral	China	Make statement	010	0	China	NA	China	47403125	2	Xinhua News Agency	Beijing	NA	Beijing Shi	China	39.9075	116.397
32887264	2018-06-01	Lee Hsien Loong	(National) Major Party,Parties,Government Major Party (In Government),Executive,Elite,Legislative / Parliamentary,Government,Executive Office	Singapore	Express intent to cooperate	030	4	Narendra Modi	International Religious,Nationalist,Elite,Hindu,Ideological,Dissident,Far Right,Parties,Radicals / Extremists / Fundamentalists,Opposition Major Party (Out Of Government),(National) Major Party	India	47403126	1	Vietnam News Agency Bulletin	NA	NA	NA	Singapore	1.28967	103.85
32887263	2018-06-01	Narendra Modi	International Religious,Nationalist,Elite,Hindu,Ideological,Dissident,Far Right,Parties,Radicals / Extremists / Fundamentalists,Opposition Major Party (Out Of Government),(National) Major Party	India	Express intent to cooperate	030	4	Lee Hsien Loong	(National) Major Party,Parties,Government Major Party (In Government),Executive,Elite,Legislative / Parliamentary,Government,Executive Office	Singapore	47403126	1	Vietnam News Agency Bulletin	NA	NA	NA	India	28.6358	77.2244
32891671	2018-06-01	Juan Manuel Santos	Executive,Elite,Ideological,Government,Center Right,Executive Office,(National) Major Party,Parties,Government Major Party (In Government)	Colombia	Make a visit	042	1.9	Jens Stoltenberg	International Government Organization,Global,Elite,Center Left,(National) Major Party,Parties,Ideological,Global Defense / Security IGOs	Norway	47403139	1	El Mercurio	NA	NA	NA	Colombia	4.60971	-74.0817
32891850	2018-06-01	Jens Stoltenberg	International Government Organization,Global,Elite,Center Left,(National) Major Party,Parties,Ideological,Global Defense / Security IGOs	Norway	Host a visit	043	2.8	Juan Manuel Santos	Executive,Elite,Ideological,Government,Center Right,Executive Office,(National) Major Party,Parties,Government Major Party (In Government)	Colombia	47403139	1	El Mercurio	NA	NA	NA	Colombia	4.60971	-74.0817
32887135	2018-06-01	Government (Venezuela)	Government	Venezuela	Return, release person(s)	0841	7	Citizen (Venezuela)	General Population / Civilian / Social,Social	Venezuela	47403142	1	El Mercurio	NA	NA	NA	Venezuela	10.5	-66.9167
32891677	2018-06-01	Activist (Nicaragua)	Nongovernmental Organization (International),Nongovernmental Organizations / Activists,Human Rights IGOs,Human Rights NGOs	Nicaragua	Accuse	112	-2	Daniel Ortega	Elite,Far Left,(National) Major Party,Parties,Ideological,Executive,Government,Executive Office	Nicaragua	47403148	6	El Mercurio	NA	NA	NA	Nicaragua	12.1328	-86.2504
32891686	2018-06-01	Sergey Kuzhugetovich Shoygu	Government,Social,Executive,National Ethnic Minority,National Ethnic,Defense / Security Ministry	Russian Federation	Engage in negotiation	046	7	Avigdor Lieberman	Ideological,Elite,Government,Center Right,(National) Major Party,Parties,Jews,Defense / Security Ministry,Legislative / Parliamentary,Executive,Unicameral,International Ethnic,Transportation Ministry	Israel	47403157	2	Interfax News Service	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32891685	2018-06-01	Avigdor Lieberman	Ideological,Elite,Government,Center Right,(National) Major Party,Parties,Jews,Defense / Security Ministry,Legislative / Parliamentary,Executive,Unicameral,International Ethnic,Transportation Ministry	Israel	Engage in negotiation	046	7	Sergey Kuzhugetovich Shoygu	Government,Social,Executive,National Ethnic Minority,National Ethnic,Defense / Security Ministry	Russian Federation	47403157	2	Interfax News Service	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32891684	2018-06-01	Avigdor Lieberman	Ideological,Elite,Government,Center Right,(National) Major Party,Parties,Jews,Defense / Security Ministry,Legislative / Parliamentary,Executive,Unicameral,International Ethnic,Transportation Ministry	Israel	Consult	040	1	Sergey Kuzhugetovich Shoygu	Government,Social,Executive,National Ethnic Minority,National Ethnic,Defense / Security Ministry	Russian Federation	47403157	4	Interfax News Service	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32891687	2018-06-01	Sergey Kuzhugetovich Shoygu	Government,Social,Executive,National Ethnic Minority,National Ethnic,Defense / Security Ministry	Russian Federation	Consult	040	1	Avigdor Lieberman	Ideological,Elite,Government,Center Right,(National) Major Party,Parties,Jews,Defense / Security Ministry,Legislative / Parliamentary,Executive,Unicameral,International Ethnic,Transportation Ministry	Israel	47403157	4	Interfax News Service	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32891681	2018-06-01	Sergio Fajardo	Ideological,Centrist,Parties,(National) Minor Party	Colombia	Make statement	010	0	Colombia	NA	Colombia	47403166	1	El Comercio	NA	NA	NA	Colombia	4.60971	-74.0817
32891682	2018-06-01	Professor (Colombia)	Education,Social	Colombia	Express intent to cooperate	030	4	Citizen (Colombia)	General Population / Civilian / Social,Social	Colombia	47403166	2	El Comercio	NA	NA	NA	Colombia	4.60971	-74.0817
32887276	2018-06-01	Venezuela	NA	Venezuela	Provide humanitarian aid	073	7.4	Cuba	NA	Cuba	47403171	1	El Comercio	NA	NA	NA	Cuba	23.133	-82.383
32891792	2018-06-01	North Korea	NA	North Korea	Criticize or denounce	111	-2	Media Personnel (South Korea)	Social,Media	South Korea	47403182	1	Associated Press Newswires	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32887265	2018-06-01	Lawmaker (Czech Republic)	Legislative / Parliamentary,Government	Czech Republic	Praise or endorse	051	3.4	International	NA	NA	47403183	1	Associated Press Newswires	Prague	NA	Hlavni mesto Praha	Czech Republic	50.088	14.4208
32891690	2018-06-01	Mina Andreeva	International Government Organization,Regional Diplomatic IGOs,Regional	NA	Make statement	010	0	Jean-Claude Juncker	International Government Organization,Parties,Regional,Regional Diplomatic IGOs,Elite	Luxembourg	47403184	4	Associated Press Newswires	Rome	Provincia di Roma	Lazio	Italy	41.8947	12.4839
32891689	2018-06-01	Criminal (Libya)	Dissident,Criminals / Gangs	Libya	fight with small arms and light weapons	193	-10	Immigrants (Libya)	General Population / Civilian / Social,Social	Libya	47403185	1	Agence France-Presse	Bani Walid	NA	Sha`biyat Misratah	Libya	31.7566	13.9942
32891688	2018-06-01	Criminal (Libya)	Dissident,Criminals / Gangs	Libya	Use unconventional violence	180	-9	Citizen (Libya)	General Population / Civilian / Social,Social	Libya	47403185	3	Agence France-Presse	Bani Walid	NA	Sha`biyat Misratah	Libya	31.7566	13.9942
32891683	2018-06-01	Professor (Spain)	Social,Education	Spain	Make statement	010	0	Pedro Sanchez	(National) Major Party,Parties,Center Left,Ideological,Social,Medical / Health	Spain	47403186	5	Agence France-Presse	Madrid	Provincia de Madrid	Comunidad de Madrid	Spain	40.4165	-3.70256
32891794	2018-06-01	Kim Jong-Un	Elite,Executive,Government,Executive Office,(National) Major Party,Parties,Government Major Party (In Government)	North Korea	Sign formal agreement	057	8	Moon Jae-in	Executive,Government,Executive Office	South Korea	47403189	3	Xinhua News Agency	Panmunjom	NA	Gyeonggi Province	South Korea	37.9399	126.708
32891793	2018-06-01	Moon Jae-in	Executive,Government,Executive Office	South Korea	Sign formal agreement	057	8	Kim Jong-Un	Elite,Executive,Government,Executive Office,(National) Major Party,Parties,Government Major Party (In Government)	North Korea	47403189	3	Xinhua News Agency	Panmunjom	NA	Gyeonggi Province	South Korea	37.9399	126.708
32887136	2018-06-01	Iran	NA	Iran	Make statement	010	0	Business (Iran)	Social,Business	Iran	47403193	3	Trend News Agency (Azerbaijan)	Tehran	NA	Tehran Province	Iran	35.6944	51.4215
32887138	2018-06-01	Armenia	NA	Armenia	Express intent to meet or negotiate	036	4	Russia	NA	Russian Federation	47403194	3	Trend News Agency (Azerbaijan)	Baku	NA	Baku City	Azerbaijan	40.3777	49.892
32887137	2018-06-01	Russia	NA	Russian Federation	Express intent to meet or negotiate	036	4	Armenia	NA	Armenia	47403194	3	Trend News Agency (Azerbaijan)	Baku	NA	Baku City	Azerbaijan	40.3777	49.892
32887274	2018-06-01	United States	NA	United States	Criticize or denounce	111	-2	China	NA	China	47403195	2	Trend News Agency (Azerbaijan)	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32887272	2018-06-01	North Korea	NA	North Korea	Host a visit	043	2.8	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	47403196	2	Trend News Agency (Azerbaijan)	NA	NA	NA	North Korea	39.0339	125.754
32887271	2018-06-01	State Media (North Korea)	Executive,Government,State Media,Information / Communication / Transparency Ministry	North Korea	Consult	040	1	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	47403196	2	Trend News Agency (Azerbaijan)	Moscow Kremlin	NA	Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
32887270	2018-06-01	Kim Jong-Un	Elite,Executive,Government,Executive Office,(National) Major Party,Parties,Government Major Party (In Government)	North Korea	Consult	040	1	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	47403196	2	Trend News Agency (Azerbaijan)	Moscow Kremlin	NA	Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
32887269	2018-06-01	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	Make a visit	042	1.9	North Korea	NA	North Korea	47403196	2	Trend News Agency (Azerbaijan)	NA	NA	NA	North Korea	39.0339	125.754
32887268	2018-06-01	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	Consult	040	1	State Media (North Korea)	Executive,Government,State Media,Information / Communication / Transparency Ministry	North Korea	47403196	2	Trend News Agency (Azerbaijan)	Moscow Kremlin	NA	Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
32887267	2018-06-01	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	Consult	040	1	Kim Jong-Un	Elite,Executive,Government,Executive Office,(National) Major Party,Parties,Government Major Party (In Government)	North Korea	47403196	2	Trend News Agency (Azerbaijan)	Moscow Kremlin	NA	Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
32891692	2018-06-01	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	Consult	040	1	Energy Department/Ministry (United States)	Government,Executive,Energy Ministry	United States	47403197	1	ITAR Tass	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32891693	2018-06-01	Energy Department/Ministry (United States)	Government,Executive,Energy Ministry	United States	Consult	040	1	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	47403197	1	ITAR Tass	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32887277	2018-06-01	Dmitry Peskov	Government,Executive Office,Media,Social,Executive	Russian Federation	Make statement	010	0	Korean Central News Agency	Executive,Government,State Media,Information / Communication / Transparency Ministry	North Korea	47403200	2	ITAR Tass	Moscow Kremlin	NA	Moskovskaya Oblast'	Russian Federation	55.7517	37.6178
32887278	2018-06-01	North Korea	NA	North Korea	Express intent to cooperate	030	4	Russia	NA	Russian Federation	47403200	4	ITAR Tass	Beijing	NA	Beijing Shi	China	39.9075	116.397
32887279	2018-06-01	Russia	NA	Russian Federation	Express intent to cooperate	030	4	North Korea	NA	North Korea	47403200	4	ITAR Tass	Beijing	NA	Beijing Shi	China	39.9075	116.397
32891795	2018-06-01	Maxim Oreshkin	Government,Finance / Economy / Commerce / Trade Ministry,Executive	Russian Federation	Make statement	010	0	Russia	NA	Russian Federation	47403208	3	ITAR Tass	Oktyabrsky	NA	Sverdlovskaya Oblast'	Russian Federation	56.9143	59.9722
32891691	2018-06-01	Germany	NA	Germany	Make optimistic comment	013	0.4	Government (Spain)	Government	Spain	47403212	1	Reuters News	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32887275	2018-06-01	Treasury/Finance Ministry (Malaysia)	Executive,Finance / Economy / Commerce / Trade Ministry,Government	Malaysia	Make statement	010	0	Singapore	NA	Singapore	47403214	2	Reuters News	NA	NA	NA	Malaysia	3.14309	101.687
32887283	2018-06-01	Germany	NA	Germany	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Italy	NA	Italy	47403219	1	Reuters News	Berlin	NA	Land Berlin	Germany	52.5244	13.4105
32891796	2018-06-01	Kolinda Grabar-Kitarović	Executive,Elite,Parties,(National) Major Party,Ideological,Center Right,Government,Executive Office	Croatia	Criticize or denounce	111	-2	Citizen (Croatia)	General Population / Civilian / Social,Social	Croatia	47403227	2	HINA	Zagreb	NA	Grad Zagreb	Croatia	45.8144	15.978
32887141	2018-06-01	Lithuania	NA	Lithuania	Engage in diplomatic cooperation	050	3.5	Poland	NA	Poland	47403233	2	Lithuanian News Agency - ELTA	Vilnius	Vilnius	Vilniaus Apskritis	Lithuania	54.6892	25.2798
32887140	2018-06-01	Lithuania	NA	Lithuania	Engage in diplomatic cooperation	050	3.5	Foreign Affairs (Poland)	Foreign Ministry,Executive,Government	Poland	47403233	2	Lithuanian News Agency - ELTA	Vilnius	Vilnius	Vilniaus Apskritis	Lithuania	54.6892	25.2798
32887142	2018-06-01	Government (Poland)	Government	Poland	Praise or endorse	051	3.4	Indigenous People (Poland)	General Population / Civilian / Social,Social	Poland	47403233	4	Lithuanian News Agency - ELTA	NA	NA	NA	Poland	52.2298	21.0118
32891797	2018-06-01	North Korea	NA	North Korea	Consult	040	1	United States	NA	United States	47403235	2	Dow Jones News Service	NA	NA	NA	North Korea	39.0339	125.754
32891798	2018-06-01	United States	NA	United States	Consult	040	1	North Korea	NA	North Korea	47403235	2	Dow Jones News Service	NA	NA	NA	United States	38.8951	-77.0364
32891799	2018-06-01	North Korea	NA	North Korea	Consult	040	1	Mike Pompeo	Government,Executive,Foreign Ministry	United States	47403235	3	Dow Jones News Service	NA	NA	NA	North Korea	39.0339	125.754
32891800	2018-06-01	Mike Pompeo	Government,Executive,Foreign Ministry	United States	Consult	040	1	North Korea	NA	North Korea	47403235	3	Dow Jones News Service	NA	NA	NA	North Korea	39.0339	125.754
32891697	2018-06-01	Vladislav Goranov	Finance / Economy / Commerce / Trade Ministry,Government,Executive	Bulgaria	Make statement	010	0	Vladimir Vladimirov	Government,Local,Provincial	Russian Federation	47403246	3	Bulgarian News Agency	Sofia	Stolichna Obshtina	Sofiya-Grad	Bulgaria	42.6975	23.3242
32891805	2018-06-01	Legislature (Spain)	Government,Legislative / Parliamentary	Spain	Reduce relations	160	-4	Mariano Rajoy Brey	Legislative / Parliamentary,Government,Executive Office,Lower House,Elite,Executive	Spain	47403247	1	Agence France-Presse	Santiago de Compostela	Provincia da Coruna	Galicia	Spain	42.8805	-8.54569
32891804	2018-06-01	Legislature (Spain)	Government,Legislative / Parliamentary	Spain	Praise or endorse	051	3.4	Galicia	NA	Spain	47403247	5	Agence France-Presse	NA	NA	Galicia	Spain	42.7551	-7.86621
32891803	2018-06-01	Head of Government (Senegal)	Executive,Government,Executive Office	Senegal	Make statement	010	0	Government (Senegal)	Government	Senegal	47403250	1	All Africa	Rufisque	NA	Dakar	Senegal	14.725	-17.2709
32891810	2018-06-01	North Korea	NA	North Korea	Consult	040	1	Russia	NA	Russian Federation	47403433	1	WPS: What the Papers Say	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32891811	2018-06-01	Russia	NA	Russian Federation	Consult	040	1	North Korea	NA	North Korea	47403433	1	WPS: What the Papers Say	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32887290	2018-06-01	Unidentified State Actor	NA	NA	Criticize or denounce	111	-2	Ukraine	NA	Ukraine	47403435	1	WPS: What the Papers Say	NA	NA	NA	Ukraine	50.4547	30.5238
32887291	2018-06-01	Russia	NA	Russian Federation	Consult	040	1	Defense / Security Ministry (Israel)	Executive,Government,Defense / Security Ministry	Israel	47403436	1	WPS: What the Papers Say	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32887292	2018-06-01	Defense / Security Ministry (Israel)	Executive,Government,Defense / Security Ministry	Israel	Consult	040	1	Russia	NA	Russian Federation	47403436	1	WPS: What the Papers Say	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32891812	2018-06-01	Wolfgang Schüssel	Elite,Catholic,International Religious	Austria	Make statement	010	0	China	NA	China	47403439	4	WPS: What the Papers Say	NA	NA	NA	China	39.9075	116.397
32891813	2018-06-01	Wolfgang Schüssel	Elite,Catholic,International Religious	Austria	Make statement	010	0	United States	NA	United States	47403439	4	WPS: What the Papers Say	NA	NA	NA	United States	38.8951	-77.0364
32891708	2018-06-01	North Korea	NA	North Korea	Consult	040	1	Ministry (Russia)	Government	Russian Federation	47403441	1	WPS: What the Papers Say	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32891709	2018-06-01	Kim Jong-Un	Elite,Executive,Government,Executive Office,(National) Major Party,Parties,Government Major Party (In Government)	North Korea	Consult	040	1	Russia	NA	Russian Federation	47403441	1	WPS: What the Papers Say	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32891707	2018-06-01	Russia	NA	Russian Federation	Consult	040	1	Kim Jong-Un	Elite,Executive,Government,Executive Office,(National) Major Party,Parties,Government Major Party (In Government)	North Korea	47403441	1	WPS: What the Papers Say	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32891706	2018-06-01	Ministry (Russia)	Government	Russian Federation	Consult	040	1	North Korea	NA	North Korea	47403441	1	WPS: What the Papers Say	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32891704	2018-06-01	Ministry (Russia)	Government	Russian Federation	Make an appeal or request	020	3	United States	NA	United States	47403441	1	WPS: What the Papers Say	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32891705	2018-06-01	Sergey Viktorovich Lavrov	Government,Cabinet,Executive,Ideological,(National) Major Party,Parties,Center Right,Foreign Ministry	Russian Federation	Make an appeal or request	020	3	United States	NA	United States	47403441	3	WPS: What the Papers Say	NA	NA	Washington D.C.	United States	38.9171	-77.0003
