"","eventtype_ID","name","code","goldstein","nsLeft","nsRight","description","usage_notes","example","root_code","order"
"145",145,"Demand change in leadership","1041",-5,287,288,"Require, demand change in leadership or power. ","This event form refers to verbal and non-threatening appeals. Demands that take the form of demonstrations, protests, etc. are coded under category 14 instead. Note that even though demands for the target to resign or relinquish power are forms of yielding, they are still coded here. Also code demands for elections here (unless they are first-time elections and hence constitute major institutional change). ","Sunnis have demanded that control of the Interior Ministry be taken away from Shiite religious parties in the next government. ","10",145
"146",146,"Demand policy change","1042",-5,289,290,"Require, demand change in any particular policy. ","This event form refers to verbal and non-threatening appeals. Demands that take the form of demonstrations, protests, etc. are coded under category 14 instead. Just like the source actor, the policy in question can also be domestic or international in nature. If it is clear from the lead that by demanding certain policy changes the source is in fact appealing to the target to yield or concede, the event might be better coded under 105 (e.g. demands for military withdrawal should be coded as 1056). ","Opposition groups in Zimbabwe are demanding that President Mugabe abandon his controversial policy of land confiscations. ","10",146
"147",147,"Demand rights","1043",-5,291,292,"Require, demand provision or expansion of social, political, or other rights. ","This event form refers to verbal and non-threatening appeals. Demands that take the form of demonstrations, protests, etc. are coded under category 14 instead. If it is clear from the lead that by demanding certain rights the source is in fact appealing to the target to yield or concede, the event might be better coded under 105. Demands for provision of compensation for previously violated rights, for instance, are coded as 105. ","The main Hutu rebel group, Forces for Defence of Democracy (FDD), insisted on its demands that Burundi‚Äôs government grant the Hutu majority more rights. ","10",147
"148",148,"Demand change in institutions, regime","1044",-5,293,294,"Require, demand major institutional, constitutional, or regime change. ","This event form refers to verbal and non-threatening appeals. Demands that take the form of demonstrations, protests, etc. are coded under category 14 instead. Institutional change is different from policy change in that the former directly alters the rules of the game. Demands for fundamental changes in the political system (e.g. democratization) as well as more limited institutional changes (e.g. changing electoral law) are coded here. ","Rwandan rebels announced that President Kagame and his Rwandan Patriotic Front must agree to major constitutional changes before they demobilize. ","10",148
"149",149,"Demand that target yields","105",-5,296,309,"Require, demand that target yields or concedes, not otherwise specified. ","This event form is typically, although not exclusively, a verbal act. The source for this event type may or may not be one of the adversaries; a third party could also be demanding that one or more of the parties in conflict (who are coded as targets) to yield. When a threat is attached to a demand for yielding, the appropriate code under category 13 should be used instead. Also, if accompanied by some form of protest activity, codes under category 14 should be used. When yielding actually takes place, use the appropriate code under category 08. ","The United States on Thursday demanded that the Democratic People‚Äôs Republic of Korea (DPRK) forsake its nuclear program. Note: Because no military engagement has yet occurred, this default code is used instead of 1056. ","10",149
"150",150,"Demand easing of administrative sanctions","1051",-5,297,298,"Require, demand that target relaxes administrative restrictions. ","Use this code when a government is pushed to undertake some political changes that clearly constitute some form of concession or yielding, such as relaxing or removing bans, curfews, or other restrictions that are already in place. Demands that take the form of demonstrations, protests, etc. are coded under category 14 instead. ","Human rights organization Amnesty International demanded that the Sudanese government end curbs on press freedom. ","10",150
"151",151,"Demand easing of political dissent","1052",-5,299,300,"Require, demand that target stops political protest activities. ","Use this code for demands that the target stop engaging in protests, demonstrations, strikes, etc. Note that this code refers exclusively to verbal demands; if the source actively seeks to stop activities through repressive measures, 175 is used instead. ","Iranian authorities have been pressuring workers of the United Bus Company of Tehran (Sharekat-e Vahed) to cancel the strike they have been planning for better pay and working conditions. ","10",151
"152",152,"Demand release of persons or property","1053",-5,301,302,"Require, demand that target releases persons or property. ","Use this code for demands that the target release prisoners, hostages, and any confiscated property. ","Russia said on Tuesday that Sudan must return a Mi-26 helicopter that was captured by the Sudanese authorities last week. ","10",152
"153",153,"Demand easing of economic sanctions, boycott, or embargo","1054",-5,303,304,"Require, demand that target lifts or eases economic sanctions, boycott, or embargo. ","Use this code only for economic sanctions, boycotts, or embargoes. ","The 106th Inter-Parliamentary Union Conference stressed the obligation of the international community to take immediate action to lift embargoes and other sanctions which have negatively affected children in different parts of the world. ","10",153
"154",154,"Demand that target allows international involvement (non-mediation)","1055",-5,305,306,"Require, demand that target allow access to international actors, such as observers, humanitarian agencies, and peacekeeping forces. ","Demands for adversaries to allow mediation are coded as 108 instead. ","Kenzo Oshima, the United Nations Emergency Relief Coordinator, demanded parties to the conflict in Iraq to allow humanitarian workers the freedom of movement necessary for discharging their mandate. ","10",154
"155",155,"Demand de-escalation of military engagement","1056",-5,307,308,"Require, demand that target stops fighting or takes measures to ease military conflict or tension. ","Use this code for demands for ceasefires, military withdrawals, and demobilization. ","Washington along with its allies demanded that Hamas renounce its armed struggle against Israel. ","10",155
"156",156,"Demand meeting, negotiation","106",-5,310,311,"Require, order party(ies) to meet, negotiate. ","This event form can be initiated by either the adversaries or other third parties. ","Yugoslavia on Tuesday demanded a meeting of the U.N. Security Council to discuss Croatia‚Äôs military advance into the Serb-held Krajina region, describing it as ‚Äúa serious challenge to the world community.‚Äù ","10",156
"157",157,"Demand settling of dispute","107",-5,312,313,"Order parties to a conflict to reach a settlement, agreement, or resolution of conflict. ","This event form is typically, although not exclusively, a verbal act. Note that the source for this event cannot be the adversaries themselves. When one or more parties to a conflict call for ending the conflict, that is taken to be an expression of intent on the part of that source actor and is thus coded as 037 instead. ","Jack Straw said on Friday that the Sudanese government and the rebels in Darfur must reach an agreement that stops the conflict for good before developmental assistance to the region is released. Note: Because of the compound target, two separate events are coded. ","10",157
"158",158,"Demand mediation","108",-5,314,315,"Require or demand that a third party mediates a conflict or that adversaries accept mediation of another party. ","This event form is a verbal act. It specifically refers to demands by actors other than potential mediators; either the adversaries or a prospective mediator can be coded as the target. ","Egyptian President Hosni Mubarak said here Wednesday that the US must be ready to mediate between Israelis and Palestinians as soon as the Israeli elections of January 28 are finalized. ","10",158
"159",159,"DISAPPROVE","11",-2,317,342,NA,NA,NA,"11",159
"160",160,"Disapprove","110",-2,318,319,"Express disapprovals, objections, and complaints not otherwise specified. ","This residual category is not coded except when distinctions among codes 111-114 cannot be made. Disapprovals are typically verbal events. ","On Tuesday, Nigerian junior foreign minister Dubem Oniya summoned Niger‚Äôs ambassador Brah Mohamane to complain of inaction over the gangs. ","11",160
"161",161,"Criticize or denounce","111",-2,320,321,"Condemn, decry a policy or an action; criticize, defame, denigrate responsible parties. ",NA,"Albania on Friday denounced as an ugly crime Yugoslavia‚Äôs suppression of ethnic Albanian unrest in the southern Yugoslav province of Kosovo. ","11",161
"162",162,"Accuse","112",-2,322,333,"Charge, blame, incriminate for allegations not otherwise specified. ","This event category contains sub-forms for more detailed coding whenever possible. Note that events coded under 112 are allegation made by actors and do not in any way imply that the alleged events have taken place. ","Zimbabwean Prime Minister Robert Mugabe today accused the United States of restoring the blackmail in the negotiations on independence for Namibia. ","11",162
"163",163,"Accuse of crime, corruption","1121",-2,323,324,"Allege, charge the target with, or blame for engaging in crime or corruption. ",NA,"Ousted president Jean-Bertrand Aristide has been accused of misusing up to US$50 million ($73 million) in public funds, much of it believed to have been embezzled, by current Haitian government officials. ","11",163
"164",164,"Accuse of human rights abuses","1122",-2,325,326,"Allege, charge the target with, or blame for human rights violations, such as arbitrary detentions for prosecutions, torture, and slavery. ",NA,"Human rights watchdog Amnesty International accused the United States of violating human rights, ignoring international law and sending a ‚Äúpermissive signal to abusive governments‚Äù. ","11",164
"165",165,"Accuse of aggression","1123",-2,327,328,"Allege, charge the target with, or blame for initiating hostilities or engaging in questionable or unjustifiable military actions such as violations of ceasefire. ","If the nature of the military action in question relates to human rights abuses or war crimes, they should be coded elsewhere within this category. ","The Sudanese government has accused Darfur rebels of violating a month-old ceasefire, a member of the Chadian team trying to broker a peace pact has said. ","11",165
"166",166,"Accuse of war crimes","1124",-2,329,330,"Allege, charge the target with, or blame for participation in war crimes/ ",NA,"Kosovo‚Äôs prime minister has been indicted by the U.N. war crimes court for his alleged part in atrocities during the fight against Serb forces and will resign. ","11",166
"167",167,"Accuse of espionage, treason","1125",-2,331,332,"Allege, charge the target with, or blame for spying, espionage, or treason. ",NA,"A Christian missionary from Calgary was arrested in Lebanon for collaborating with Israel, according to the Canadian Press. ","11",167
"168",168,"Rally opposition against","113",-2,334,335,"Mobilize other parties against the target. ","This event form is typically, although not exclusively, a verbal act. Use this event form to code instances where one party (the source) solicits third parties to express disapproval of, protest against, or punish another party (the target). Note that only diplomatic solicitations‚Äînot military mobilizations‚Äîshould be coded here. ","An official Syrian newspaper called Thursday on Arabs to unite and ‚Äúmobilize‚Äù against Israeli right-winger Ariel Sharon, who has vowed not to return the Golan Heights to Syria if he is elected prime minister February 4. ","11",168
"169",169,"Complain officially","114",-2,336,337,"Written and institutionalized protests, appeals, and all petition drives and recalls. ",NA,"Yugoslavia lodged an official protest with Albania today, charging its neighbor with supporting dissidents here in what is said was tantamount to inciting revolution. ","11",169
"170",170,"Bring lawsuit against","115",-2,338,339,"Sue, file civil or criminal lawsuit at domestic or international courts. ","Source must be the plaintiff or the state and target must be the defendant. ","A Saudi businessman is suing the United States for damages to his pharmaceutical plant which were caused by a missile attack in August, his American lawyer said. ","11",170
"171",171,"find guilty or liable (legally)","116",-2,340,341,"Find guilty or liable at a court of law. ","Source must be the court in question, which could be domestic or international, and target must be the defendant. This event form refers typically to rulings against non-individuals, where imprisonment is not an issue. When individuals are found guilty and are therefore detained, use 173 instead. ","A European court convicted Turkey of ‚Äùinhuman acts‚Äù Thursday for destroying the home of a Kurdish citizen in the country‚Äôs southeast. ","11",171
"172",172,"REJECT","12",-4,343,398,NA,NA,NA,"12",172
"173",173,"Reject","120",-4,344,345,"All rejections and refusals not otherwise specified. ","This residual category is not coded except when distinctions among codes 121-127 cannot be made. All rejections coded under this category should imply refusals to cooperate or yield in some way. ","The Palestinians reject proposed Israeli changes to the Wye River land-forsecurity deal, chief Palestinian negotiator Saeb Erakat said. ","12",173
"174",174,"Reject material cooperation","121",-4,346,353,"Refuse to engage in or expand material exchange. ","This category contains sub-forms for more detailed coding whenever possible. Refusals to provide unilateral material assistance‚Äînot mutual exchange‚Äî are coded as 122 instead. Note the difference between refusing to establish or expand material cooperation and reducing or eliminating existing ties (category 16). ","Yemen has rejected a U.S. request to interrogate detainees held after the escape of 23 al-Qaida prisoners, a security official said Tuesday. ","12",174
"175",175,"Reject economic cooperation","1211",-4,347,348,"Refuse to engage in or expand economic ties. ","Use this code for rejections of mutual economic exchange, such as trade and investment; rejection to provide financial aid (or cancel debt) is coded as 1221 instead. ","Bangladesh has once again outright rejected an Indian proposal for signing Free Trade Agreement (FTA) with her, urging the counterpart to sign the proposed South Asia Free Trade Agreement (SAFTA) instead. ","12",175
"176",176,"Reject military cooperation","1212",-4,349,350,"Refuse to engage in or expand military ties. ","Use this code for rejections of mutual military exchange; rejection to provide military aid is coded as 1222 instead. ","South Korea has rejected North Korea‚Äôs consistent demand to sever a decades-long military alliance with Washington, which keeps troops here under a mutual defense pact. ","12",176
"177",312,"Reject judicial cooperation","1213",-4,351,352,"Refuse to engage in or expand cooperation in judicial matters. ","Use this code when the source actor refuses to cooperate in extraditions or other matters pertaining to legal proceedings. ","Yugoslavia on Thursday flatly rejected an Australian ultimatum to handover a guard involved in a shooting in front of the Yugoslav consulate in Sydney. ","12",177
"178",177,"Reject request or demand for material aid","122",-4,354,363,"Refuse to extend material aid not otherwise specified. ","Use this event form to code refusals to provide material assistance. Use sub-categories whenever possible. ",NA,"12",178
"179",178,"Reject request for economic aid","1221",-4,355,356,"Refuse to extend financial assistance. ",NA,"Bonn rejected recent calls by East Germany‚Äôs Communist rulers for immediate economic aid, saying it was withholding it until a democratically-elected government takes over. ","12",179
"180",179,"Reject request for military aid","1222",-4,357,358,"Refuse to extend military assistance. ",NA,"The Turkish government has refused to commit to any direct assistance to the US-led war against Iraq, citing domestic opposition. ","12",180
"181",180,"Reject request for humanitarian aid","1223",-4,359,360,"Refuse to extend humanitarian assistance. ","Refusals to provide shelter or refuge should also be coded here. When source refuses to grant humanitarian agencies access (instead of refusing to provide assistance itself), 1245 should be used instead. ","Syria says it will not accept any more refugees if war starts in Iraq. ","12",181
"182",181,"Reject request for military protection or peacekeeping","1224",-4,361,362,"Refuse to provide peacekeeping forces or other form of military protection. ","Refusals by prospective providers of protection and peacekeeping should be coded here; refusals by adversaries to grant access to peacekeepers should be coded as 1245 instead. ","The United Nations on Tuesday rejected a call for its peacekeeping forces to be deployed in East Timor. ","12",182
"183",182,"Reject request or demand for political reform","123",-4,364,373,"Refuse to institute political change not otherwise specified. ","If the reform in question clearly constitutes some form of concession or yielding by the source, such as the easing of existing administrative sanctions, a more appropriate code might be found under 124 (‚ÄôDecline to yield‚Äô). Actors requesting the demand or those (the country or the people) that will be affected by the rejection should be coded as target depending on availability of information in the lead. ","The US on Thursday rejected calls by Kofi Annan, UN secretary-general, to adopt far-reaching United Nations reforms as a comprehensive package. ","12",183
"184",183,"Reject request for change in leadership","1231",-4,365,366,"Refuse to change leadership or relinquish power. ","Rejections to resign or hand over power, as well as to hold elections that might open the way for change in leadership, are coded here. Note that while refusals to undertake other forms of yielding are coded under 124, refusals to give up power are coded here. ","Vice-President Moody Awori has declined to resign despite growing pressure by the Kenya Anti-Corruption Commision after he was implicated in a major scandal. ","12",184
"185",184,"Reject request for policy change","1232",-4,367,368,"Refuse to change a given policy. ","Use this code for refusals to acquiesce to demands for policy change‚Äî political, economic, military, social, or otherwise. If the policy change in question clearly represents a form of yielding, the appropriate code under 124 should be used instead. ",NA,"12",185
"186",185,"Reject request for rights","1233",-4,369,370,"Refuse to provide or respect social, political, economic or other rights and freedoms. ","If it is clear from the lead that by rejecting certain rights the source is in fact refusing to yield or concede, the event might be better coded under 124. ","Ankara‚Äôs C¬? ankaya district administration has denied land allocation for the construction of an Alevite temple, Cemevi, in the district. ","12",186
"187",186,"Reject request for change in institutions, regime","1234",-4,371,372,"Refuse to make fundamental political changes, such as moving from one type of a political system to another and reforming political institutions or key laws. ","Note the difference between institutional/regime changes and policy reforms. ","In what has been described as a policy u-turn, President Levy Mwanawasa has reneged on his commitment to the Zambian people for holding elections under a new constitution. ","12",187
"188",187,"Refuse to yield","124",-4,374,387,"Reject requests, refuse, or decline to yield not otherwise specified. ","This category contains sub-forms for more detailed coding whenever possible. ",NA,"12",188
"189",188,"Refuse to ease administrative sanctions","1241",-4,375,376,"Reject requests, refuse or decline to ease administrative sanctions, such as censorship, curfew, state of emergency, and martial law. ",NA,"Despite warnings of starvation by humanitarian agencies, the Israeli government is refusing to lift the curfew on Palestinians living in the West Bank and Gaza. ","12",189
"190",189,"Refuse to ease popular dissent","1242",-4,377,378,"Reject requests, refuse, or decline to reduce or stop political protest activities, such as demonstrations and rallies. ",NA,"Around 1,800 of 2,200 Serbian teachers will not end their strike unless their demands for wage increases are met by Belgrade, a union official announced after three weeks of striking. ","12",190
"191",190,"Refuse to release persons or property","1243",-4,379,380,"Reject requests, refuse, or decline to release or return persons or property. ","Refusals to release or exchange prisoners and hostages, as well as to return previously confiscated properties, are coded here. ","The U.S. said it would not meet hostage-takers demands to release prisoners in Iraq, including a number of females. Note: In an ideal scenario, the identity of the hostage-takers would have been codeable here. ","12",191
"192",191,"Refuse to ease economic sanctions, boycott, or embargo","1244",-4,381,382,"Reject requests, refuse, or decline to reduce or eliminate economic sanctions, ","Use this code only for economic sanctions, boycotts, or embargoes. ","US authorities said yesterday that removing the sanctions on Burma is cur","12",192
"193",192,"Refuse to allow international involvement (non mediation)","1245",-4,383,384,"Reject requests, refuse or decline to allow access to international actors such as observers, humanitarian agencies, and peacekeeping forces. ","Prospective peacekeepers, observers, etc. are coded as targets. ","The UNITA militarist wing refused to allow United Nations planes to land and evacuate 15 of its observers who were taken hostage, the United Nations Observer Mission in Angola (MONUA) said. ","12",193
"194",193,"Refuse to de-escalate military engagement","1246",-4,385,386,"Reject requests, refuse, or decline to stop fighting or take measures to ease military conflict or tension. ","Use this code for rejections of ceasefires, military withdrawals, and demobilization. ","Iran‚Äôs religious leader Ayatollah Ruhollah Khomeini today rejected Iraqi President Saddam Hussein‚Äôs proposal for a cease-fire during the Moslem holy month of Ramadan. ","12",194
"195",194,"Reject proposal to meet, discuss, or negotiate","125",-5,388,389,"Refuse to meet, discuss, or negotiate. ","Note that specific refusals to accept involvement of mediators or refusals to meet with mediators are coded as 126 instead. ","Israeli President Moshe Katsav has refused to meet Jordan‚Äôs visiting King Abdullah II in Tel Aviv, saying he would only welcome him in Jerusalem, his office said Tuesday. ","12",195
"196",195,"Reject mediation","126",-5,390,391,"Refuse involvement of mediators or mediation initiatives. ","The target for this event should be the potential mediators. ","Palestinian leader Yasser Arafat Wednesday rejected a US offer to host a summit in mid-July to hammer out a framework agreement for peace between the Israelis and the Palestinians. ","12",196
"197",196,"Reject plan, agreement to settle dispute","127",-5,392,393,"Reject a proposal or request for a final, comprehensive settlement, peace proposal, or resolution. ","This event form refers typically, although not exclusively, to written and/or formal proposals of comprehensive settlements that seek to resolve a conflict. The target should be the opponent with whom the source is involved in a conflict. ","Ivory Coast rebels on Friday again rejected a west African peace plan, and said they also opposed the deployment of a regional peacekeeping force until their political demands are met. ","12",197
"198",197,"Defy norms, law","128",-5,394,395,"Disobey, challenge, or resist laws or norms. ","This event category covers both civilian disobedience and official defiance. ","The republic of Slovenia defied Yugoslav federal authority on Wednesday and was set to declare its right to secede from the country. ","12",198
"199",198,"Veto","129",-5,396,397,"Refuse to assent or formally reject legislative proposal, recommendation, or resolution. ",NA,"The United States on Wednesday vetoed a Security Council resolution censuring as a violation of international law its military sweep of the Nicaraguan ambassador‚Äôs home in Panama on December 29. ","12",199
"200",199,"THREATEN","13",-6,399,444,NA,NA,NA,"13",200
"201",200,"Threaten","130",-4.4,400,401,"All threats, coercive or forceful warnings with serious potential repercussions, not otherwise specified. ","Threats are typically verbal acts. This residual category is not coded except when distinctions among codes 131-139 cannot be made. When any conflictual behavior is forecasted using future tense, it is treated as a ‚Äúthreat‚Äù (e.g. ‚Äôwill attack‚Äô is coded as ‚ÄôThreaten to attack‚Äô). ","President Reagan has threatened further action against the Soviet Union in an international television program beamed by satellite to more than 50 countries. ","13",201
"202",201,"Threaten non-force","131",-5.8,402,409,"All non-force threats not otherwise specified. ","This event form is a verbal act. It contains sub-forms for more detailed coding whenever possible. When non-force threats are actually carried out codes 160-166 should be used instead. Threats of administrative sanctions, such as bans or curfews, should be coded under 132. ","Iran on Tuesday threatened to cut off electricity to the autonomous Azerbaijani republic of Nakhichevan over non-payment of bills, the official IRNA news agency reported. ","13",202
"203",202,"Threaten to reduce or stop aid","1311",-5.8,403,404,"Threaten to reduce or stop providing material aid. ","Use this code for threats to reduce or eliminate provision of material assistance‚Äîeconomic, military, humanitarian, and peacekeeping. ","African states today announced that they will withdraw their peacekeeping force from Chad unless President Goukouni Oueddei arranged a ceasefire with rebels fighting to topple his government and held elections within four months. ","13",203
"204",203,"Threaten with sanctions, boycott, embargo","1312",-5.8,405,406,"Threaten to restrict normal economic interactions by imposing sanctions, boycotts, or embargoes. ","Use this code for the imposition of restrictions or restraints on economic exchange, typically on commerce and similar transactions as a way to protest or punish the target. ","A French minister threatened today to impose import restrictions against West German goods today as the leaders of the two countries sought to ease tensions in Franco-German relations. ","13",204
"205",204,"Threaten to reduce or break relations","1313",-5.8,407,408,"Threaten to reduce or formally sever ties. ","Non-force threats to declare independence, resign, withdraw diplomats, reduce or break diplomatic ties, etc. are all coded here. ","The Azerbaijani parliament threatened on Monday to secede from the Soviet Union unless the Kremlin withdrew its troops from the republic. ","13",205
"206",205,"Threaten with administrative sanctions","132",-5.8,410,419,"Threaten to impose or expand non-force administrative restrictions and ","Use sub-categories for more detailed coding whenever possible. ","Greece, like most other existing members, plans to impose restrictions on its ","13",206
"207",206,"Threaten with restrictions on political freedoms","1321",-5.8,411,412,"Threaten to impose or expand restrictions on fundamental freedoms, such as freedoms of speech, expression, and assembly. ","Note that if a threat indicates potential use of coercive repressive tactics as a way of enforcing the restrictions in question, 137 should be used instead. ","Israel threatened to ban voting in East Jerusalem if Hamas, which advocates Israel‚Äôs destruction, ran in the election. ","13",207
"208",207,"Threaten to ban political parties or politicians","1322",-5.8,413,414,"Threaten to ban political activities of particular parties or individuals. ","If the target is being threatened with imprisonment or other measures of ","Israel‚Äôs Cabinet met Sunday and decided to approve a plan that will not allow candidates from the militant group Hamas on the ballots there. ","13",208
"209",208,"Threaten to impose curfew","1323",-5.8,415,416,"Threaten to enforce a deadline beyond which inhabitants of an area are not permitted to be on the streets or in public places. ",NA,"President Laurent Gbagbo announced on Sunday that he will extend the night-time curfew in Algiers in response to recent unrest within the city. Note: Note that the future tense used in the lead implies a threat. ","13",209
"210",209,"Threaten to impose state of emergency or martial law","1324",-5.8,417,418,"Threaten with suspending certain given rights or the whole constitution by imposing state of emergency or military rule. ",NA,"Iraq‚Äôs interim government announced that it is prepared to impose martial law as street battles raged in central Baghdad between insurgents and security forces. ","13",210
"211",210,"Threaten with political dissent, protest","133",-5.8,420,421,"Threaten to mobilize or engage in actions of political dissent such as protest demonstrations, hunger strikes, strikes or boycotts, physical obstructions into buildings or areas, and riots. ",NA,"Radical French farmers said on Friday they would blockade Paris from Monday night to demand an end to the European Community‚Äôs drastic farm reform. ","13",211
"212",211,"Threaten to halt negotiations","134",-5.8,422,423,"Threaten to break-up or withdraw from discussion, negotiation, or meeting. ","Use this code for threats and warnings by source actors to stop negotiations, typically presented as protests against particular actions or policies of target actors. ","The Soviet Union has threatened to stop negotiations to reduce long-range nuclear weapons if the United States goes ahead with the planned deployment of new medium-range nuclear missiles in Europe, the Washington Post reported today. ","13",212
"213",212,"Threaten to halt mediation","135",-5.8,424,425,"Threaten to stop mediation activities. ","This event form is a verbal act. Use this event form to code threats and warnings by source actors‚Äîmediators or adversaries‚Äîto stop mediating or engaging in mediated talks. ","The European Community may halt mediation efforts among Yugoslavia‚Äôs feuding republics if cooperation by all parties founders, Dutch Foreign Minister Hans Van den Broek said on Tuesday. ","13",213
"214",213,"Threaten to halt international involvement (non-mediation)","136",-7,426,427,"Threaten to reduce or stop international intervention by expelling or withdrawing observers, humanitarian agencies, peacekeepers, etc. ","Threats by international agencies to withdraw their involvement as well as threats by host countries to expel such actors are coded here. Note that mediation related threats are coded as 135 instead. ","U.N. Secretary-General Kofi Annan announced on Monday that he will withdraw weapons inspectors and humanitarian workers from Iraq. Note: Future tense in the lead indicates threat (i.e. it has not yet taken place). ","13",214
"215",214,"Threaten with repression","137",-7,428,429,"Threaten dissidents with forcible subjugation. ","Threats to imprison as well as to use force to clamp down on opposition activities are coded here. Note that even though it might involve use of violence by police or other security forces, repression of dissidents is different from use of military force against another armed group; threats to use military force or to engage in battle are coded under 138 instead. ","Cairo‚Äôs security chief has warned that police will no longer tolerate rallies by the Kifaya (‚ÄúEnough‚Äù) group. ","13",215
"216",215,"Threaten with military force","138",-7,430,441,"Threaten to use force not otherwise specified. ","This event form is a verbal act and it contains sub-forms for more detailed coding whenever possible. More active expressions of threat to use force are coded under category 15. ","Osama bin Laden‚Äôs al-Qaeda terror network has threatened to deliver devastating blows to the United States and Israel, a Saudi-owned weekly reports. Note: Because of the compound target, two events are coded. ","13",216
"217",216,"Threaten blockade","1381",-7,431,432,"Threaten to prevent entry into and/or exit from a territory using military measures. ","This event form is typically a verbal act. ","NATO confirmed on Wednesday it would tighten the naval blockade of the rump Yugoslav state in the Adriatic with Albania‚Äôs help. ","13",217
"218",217,"Threaten occupation","1382",-7,433,434,"Threaten to occupy, seize control of the whole or part of a territory. ","This event form is typically a verbal act and is distinct from 192, which refers to military occupations that have been or are being carried out. ","Ethnic Albanians have sworn to fight until they gain control of villages near Macedonia‚Äôs border with Kosovo, Macedonian officials said Wednesday. ","13",218
"219",218,"Threaten unconventional violence","1383",-7,435,436,"Threaten to use unconventional violence, including terrorist activities. ","This event form is typically a verbal act and is distinct from unconventional attacks that are actually carried out (category 18). ","The Hamas threatened Monday to resume terrorist activities in Israel in an escalation of the intifada (uprising). ","13",219
"220",219,"Threaten conventional attack","1384",-7,437,438,"Threaten to attack, use conventional weapons against a party. ","This event form is typically a verbal act. ","Iran today threatened to launch a new military offensive in its Gulf war with Iraq unless Baghdad accepted its conditions for ending the 28-monthold conflict. ","13",220
"221",220,"Threaten attack with WMD","1385",-7,439,440,"Threaten to use force potentially affecting large masses of people, including the use of weapons of mass destruction (nuclear or chemical-biologicalradiological attacks), mass expulsions or killings, as well as ethnic cleansing. ","This event form is typically a verbal act. Use this code for threats to carry out actions best represented in cue category 20. ","A terror group based in Trinidad claims to be manufacturing chemical and biological weapons to use against the United States and Britain, according to a media report Sunday. Note: Because of the compound target, two events are coded. ","13",221
"222",221,"Give ultimatum","139",-7,442,443,"Give a final warning, ultimate demand or order. ","This event form is typically a verbal act. Use it to code final demands, rejection of which carries the risk of some form of retaliation by the party issuing the ultimatum. Use of this code depends primarily on the terminology used by reporters‚Äîlook for the word ‚Äôultimatum‚Äô, otherwise, it is simply a threat. ","Peru has issued an ultimatum to Ecuador to halt attacks across their disputed jungle border. ","13",222
"223",222,"PROTEST","14",-6.5,445,498,NA,NA,NA,"14",223
"224",223,"Engage in political dissent","140",-6.5,446,447,"All civilian demonstrations and other collective actions carried out as protests against the target actor not otherwise specified. ","This residual category is not coded except when distinctions among codes 141-145 cannot be made. Note that any form of civilian individual or collective action that is undertaken as a symbol of support‚Äîrather than protest‚Äî for the target actor should be coded elsewhere (potentially under category 05). ","The Homeland Union (Conservatives) began collecting signatures in part of a drive to convince the Lithuanian Parliament to amend the constitution so that same-sex marriages are banned. ","14",224
"225",224,"Demonstrate or rally","141",-6.5,448,457,"Dissent collectively, publicly show negative feelings or opinions; rally, gather to protest a policy, action, or actor(s). ","Use sub-categories if demands of protesters are known and codeable. The target for this event form is the party that the protest is directed against; the location of a demonstration sometimes represents the identity of the target. ","Up to 100 ethnic Albanians demonstrated on Tuesday in the Yugoslav province of Kosovo, where 24 people were killed in nationalist riots last March, Belgrade radio said. ","14",225
"226",225,"Demonstrate for leadership change","1411",-6.5,449,450,"Dissent collectively, gather, or rally demanding leadership change. ","Target should be the actor who is expected to relinquish power. Demonstrations that demand new elections should also be coded here. ","Angry activists from the defeated Fatah Party have staged rallies in the Gaza Strip against the party‚Äôs leader Mahmoud Abbas, saying he must resign. ","14",226
"227",226,"Demonstrate for policy change","1412",-6.5,451,452,"Dissent collectively, gather, or rally demanding policy change. ","Use this code when demonstrators demand specific policy changes or unspecified political reforms. ","Tens of thousands of university students throughout Indonesia staged mass demonstrations Saturday to demand political reforms by President Suharto‚Äôs government. ","14",227
"228",227,"Demonstrate for rights","1413",-6.5,453,454,"Dissent collectively, gather, or rally demanding political, social, economic, or other rights. ","Use this code for demonstrations that demand new rights or protest the violation of existing ones. ","Thousands of Nigerians from throughout the country were converging Thursday for a rally in Lagos to protest the rights violations under the recently imposed Sharia law by Islamic fundamentalists in the northern districts. ","14",228
"229",228,"Demonstrate for change in institutions, regime","1414",-6.5,455,456,"Dissent collectively, gather, or rally demanding major institutional, constitutional, or regime change. ","Note the difference between institutional/constitutional changes and policy reforms. Demonstrations that call for independence or autonomy essentially demand major changes to the whole system and are hence coded here. ","Thousands of Iraqi Kurds demonstrated in the northern city of Kirkuk on Sunday calling for independence from Iraq, witnesses said. ","14",229
"230",229,"Conduct hunger strike","142",-6.5,458,467,"Protest by refusing to eat until certain demands are met, not further specified. ","Use sub-categories if demands of protesters are known and codeable. The target for this event form is the party against which the hunger strikers protest. ","Up to 1,000 ethnic Turks began a hunger strike on Monday to protest against Sweden‚Äôs decision to send them back to Bulgaria, where they say they face imprisonment, homelessness and persecution. ","14",230
"231",230,"Conduct hunger strike for leadership change","1421",-6.5,459,460,"Refuse to eat until demands for leadership change are met. ","Target should be the actor who is expected to relinquish power. Hunger strikes that demand new elections should also be coded here. ","Islamic fundamentalists continued their hunger strike to demand the resignation of Algerian President Ahmed Ben Bella. ","14",231
